title,company,expected,link,project,level,work mode,salary,salary_for,city,ukrainian_people
Power BI Developer,RESPECT ENERGY S.A.,,"https://www.pracuj.pl/praca/power-bi-developer-warszawa-bonifraterska-17,oferta,1003678806",,"specjalista (Mid / Regular), starszy specjalista (Senior)","praca stacjonarna, praca hybrydowa",,,Warszawa,False
DevSecOps Specialist (She/He/They),Accenture Technology,"AWS,Azure DevOps,Jenkins,Kubernetes,OpenShift","https://www.pracuj.pl/praca/devsecops-specialist-she-he-they-warszawa,oferta,1003689283",,"specialist (Mid / Regular), senior specialist (Senior)",hybrid work,,,,False
Data Architect,EY (dawniej Ernst & Young),"Azure DevOps,Python,Snowflake Data Cloud,Agile,Jira,Confluence","https://www.pracuj.pl/praca/data-architect-warszawa-rondo-onz-1,oferta,1003681657","Technology Consulting team works with some of the world’s best-known large domestic and global financial institutions, broker-dealers, foreign banking organizations, asset management and insurance companies. These organizations trust us to assist them in adressing large scale transformation program delivery challenges.,In this role, you can expect plenty of autonomy and variety, so you’ll also need the ability to be nimble. We will appreciate willingness to take initiative and seek out opportunities to improve our current relationships. We also encourage your active participation in practice initiatives, which contribute to the long-term project pipeline for our firm. If you’re committed to advancing your career and resolving our Clients’ most complex issues, this role is for you.,You will play a key role in providing exceptional subject matter expertise and solving complex problems to make a difference for our Clients. Colleagues and Clients from a diverse array of backgrounds will look to you first for answers, so you’ll be a high-profile contact, when it comes to resolving complex issues, strategic goals and objectives with decisions regarding products and services; partners and suppliers, capabilities; and key business and initiatives. You’ll act as a credible advisor, influencing Clients and engagement teams on resolutions that will impact entire industries. You will operate in a complex, cloud-architectural landscape and will be responsible for driving changes in existing systems and creation of new systems to provide a world class client expertise. We are looking for candidates who will strengthen our Data Technology Team in Poland. We’re interested in professionals wiling to develop in Data & Analytics area, with a genuine interest to contribute to the growth of the Data capability.",specialist (Mid / Regular),hybrid work,,,Warszawa,False
Młodszy Analityk Ubezpieczeniowy,TUZ Towarzystwo Ubezpieczeń Wzajemnych,,"https://www.pracuj.pl/praca/mlodszy-analityk-ubezpieczeniowy-warszawa,oferta,1003709682",,młodszy specjalista (Junior),praca stacjonarna,,,,False
Senior QA Engineer - Gen AI,GPC GLOBAL TECHNOLOGY CENTER,"Python,SQL","https://www.pracuj.pl/praca/senior-qa-engineer-gen-ai-krakow-lubicz-23a,oferta,1003678979","We are seeking a highly skilled Senior QA Engineer to join our Special Projects team, focusing on the exploration and implementation of software solutions making use of Generative AI.,This individual must be a technologist & engineer at heart and be comfortable in enabling new technology and being hands-on with the execution of the strategy. The candidate must exhibit a deep understanding of modern technology stack and agile delivery models, with a strong focus on customer experience and a proven track record of modernizing technologies.,Close collaboration and alignment with business teams, application development teams, and security will be crucial. Exceptional abilities in building and maintaining strong working relationships, along with organizational savvy will be essential. High-level communication and presentation skills are also required. The ability to attract, retain, and develop engineering talent will be critical.",senior specialist (Senior),hybrid work,,,Kraków,False
Junior Python Software Engineer for Big Data,AXA IT Solutions,"Databricks,Azure Event Hub,Azure Pipelines,Azure Data Factory,Python,Spark 3,Delta Lake","https://www.pracuj.pl/praca/junior-python-software-engineer-for-big-data-warszawa-chlodna-51,oferta,1003717674","We are building the next generation of Data Platform for Asset Management. We build, operate and support tools and services dedicated to store, transform, and distribute data related to several use-cases: Responsible Investment, Quantitative Research, Referential Data Management, Data Science and trading.,You will join the Data Platform team that is responsible for designing, implementing, and running cloud-native data solutions. Team members will be either integrating a team of 4 to 6 experienced data engineers or an engineering/data science squad that use the platform daily to service business needs on specialized use cases.","specialist (Mid / Regular), junior specialist (Junior)","home office work, hybrid work","90,00–125,00",net (+ VAT) / hr.,Warszawa,False
AI Engineer,Grape Up Sp. z o.o.,"Python,Java,prompt engineering,LLM,AI,ML,cloud platforms,AWS","https://www.pracuj.pl/praca/ai-engineer-krakow-stanislawa-zolkiewskiego-17a,oferta,1003707202","Together with our client, who is a leading provider in the automotive industry, we are building enterprise cloud solutions.,Our responsibility is to design and implement mission-critical software that will manage various business aspects like customer, product, and order management, billing, and business-specific workflows. We develop the applications from scratch, utilizing best practices and maintaining the highest standards in software delivery.","senior specialist (Senior), expert","full office work, home office work, hybrid work",16800–24500,gross / mth.,Kraków,True
Senior React Developer,TotalDEVs sp. z o. o.,"React.js,Next.js,Kubernetes","https://www.pracuj.pl/praca/senior-react-developer-warszawa,oferta,1003693840","We are looking for one of our client from USA, which is tech-enabled service providing solutions to the world’s most complex business problems. Driven by our proprietary process orchestration platform, we seamlessly integrate advanced AI and automation with a global network of over 5,000 experts. This powerful combination delivers new capabilities and eliminates barriers to execution for our clients, unlocking unprecedented efficiency, scale, and growth opportunities.,As a Contractor Senior Software Engineer, you will contribute to projects across our Client Workplace Platform - where the users of this platform are a globally distributed team of human agents that perform knowledge work for our clients. This workforce is slated to grow 2x - 3x in the next 12 months. You will work in coordination with your engineering manager and other engineers on your team to improve the systems that our clients interact with. You will identify architectural gaps in your area of influence and propose creative solutions that pay dividends in productivity for your team.",senior specialist (Senior),home office work,,,,False
Specjalista ds. Dokumentacji Technicznej i Testów,ENIGMA Systemy Ochrony Informacji Sp. z o.o.,"Bash,Python,Shell","https://www.pracuj.pl/praca/specjalista-ds-dokumentacji-technicznej-i-testow-warszawa-dzialkowa-115a,oferta,1003670529","🟢 Używamy: Redmmine, Git, LaTeX, Openoffice, MS Office, Gimp, Inkscape, Bash, Python, Shell,🟢 O zespole: W Pionie Systemów Wbudowanych zajmujemy się projektowaniem oraz rozwojem urządzeń kryptograficznych. Urządzenia są wykorzystywane przez Służby, Administrację oraz podmioty gospodarcze przetwarzające informacje niejawne. Produkty są projektowane od podstaw w naszej Firmie.,Nasz zespół odpowiada za dokumentację konstrukcyjno-techniczną, użytkową, produkcyjną oraz testy. Używamy języka polskiego i angielskiego. Specyfika zagadnień jakimi się zajmujemy powoduje, że 80% realizowanych testów jest manualna.,📍 Lokalizacja: stacjonarnie ul. Działkowa 115a, Warszawa. Możliwość sporadycznej pacy zdalnej spowodowana jest specyfiką pracy w niejawnych środowiskach.","specjalista (Mid / Regular), młodszy specjalista (Junior)",praca stacjonarna,,,Warszawa,False
Senior Fullstack Developer (Python + React),SQUARE ONE RESOURCES sp. z o.o.,"Python,React.js,TypeScript,Azure,API","https://www.pracuj.pl/praca/senior-fullstack-developer-python-%2b-react-warszawa-pulawska-2,oferta,1003709950","Timezone: 11 am - 7 pm CET,AI and Deals data strategy are made possible via the Connect Deals Experience ecosystem, specifically Engagement Hub, Data Studio and Junction.,Work is already underway across Deals to identify viable ideas to deliver even more automation and efficiency for our teams and clients through the application of GenAI.","senior specialist (Senior), expert",home office work,"160,00–185,00",net (+ VAT) / hr.,Warszawa,False
Administrator Baz Danych,Polkomtel Sp. z o.o.,"Oracle,Bash,Perl,Python","https://www.pracuj.pl/praca/administrator-baz-danych-warszawa-pulawska-464,oferta,1003711924",,specjalista (Mid / Regular),praca hybrydowa,,,Warszawa,False
Python Developer,CLARITY LABS POLAND sp. z o.o.,Python,"https://www.pracuj.pl/praca/python-developer-warszawa,oferta,1003703869",,specjalista (Mid / Regular),praca zdalna,15000–22000,brutto / mies.,,False
Data Engineer (CoP),Lufthansa Systems,"Python,SQL,Azure Data Factory,Azure Databricks","https://www.pracuj.pl/praca/data-engineer-cop-gdansk-aleja-grunwaldzka-415,oferta,1003697572","Lufthansa Group's Digital Hangar speeds up aviation's digital transformation. By leveraging cutting-edge technologies and promoting teamwork among digital experts, it aims to improve customer experiences, innovate operations, and support sustainable growth, keeping Lufthansa at the forefront of the industry.,The Community of Practice (CoP) Data Architecture and Engineering gathers specific professions and defines development standards among them. As a Data Engineer working in our CoP, you will have the opportunity to drive new initiatives and contribute significantly to our data engineering network. You will collaborate with fellow data engineers, organize learning sessions, and manage technical events. This role is designed for individuals who are passionate about community building and knowledge sharing.","specialist (Mid / Regular), senior specialist (Senior)",hybrid work,8000–21000,gross / mth.,Gdańsk,True
Specjalista Inżynieryjno-Techniczny w Zakładzie Geodezji,KGHM Cuprum Sp. z o.o. Centrum Badawczo-Rozwojowe,,"https://www.pracuj.pl/praca/specjalista-inzynieryjno-techniczny-w-zakladzie-geodezji-lubin,oferta,1003693502",,"specjalista (Mid / Regular), młodszy specjalista (Junior)",praca stacjonarna,,,,False
Lead Azure DevOps Engineer,EPAM Systems (Poland) sp. z o.o.,"Azure Cloud,Azure DevOps,Terraform,Java,C#,JavaScript,Docker,Kubernetes,Helm","https://www.pracuj.pl/praca/lead-azure-devops-engineer-krakow-fabryczna-1a,oferta,1003682763","Are you a skilled DevOps Engineer passionate about leading technical solutions and enhancing DevOps practices? If so, we have an exciting job opportunity for you as a Lead Azure DevOps Engineer.,Apply to become part of EPAM's dedicated team, where your expertise will significantly impact and propel us to new heights of excellence.",manager / supervisor,home office work,,,Kraków,True
Specjalista ds. Zaawansowanych Analiz Danych,PGE Systemy S.A.,"TensorFlow,Docker,scikit-learn,XGBoost,PyTorch,CI\CD,Matplotlib,Pandas,NumPy,SQL,Kubernetes,Azure,Computer Vision,LLM,RAG,Langchain,MLOps","https://www.pracuj.pl/praca/specjalista-ds-zaawansowanych-analiz-danych-warszawa-sienna-39,oferta,1003669043",,specjalista (Mid / Regular),"praca zdalna, praca hybrydowa",,,Warszawa,False
Cloud & DevOps Mentoring Program,EPAM Systems (Poland) sp. z o.o.,"Git,Hypervisor,Linux,Docker,Bash,Python","https://www.pracuj.pl/praca/cloud-devops-mentoring-program-krakow-fabryczna-1a,oferta,1003717417","Looking to elevate your IT career with cutting-edge Cloud and DevOps skills? Join our program to gain market-oriented knowledge and hands-on experience. Shape your professional path with EPAM experts and become a top-notch DevOps specialist.,Do you already have a solid understanding of DevOps? This mentoring program is designed for you! Showcase your skills and dive deeper into:,•	Cloud Infrastructure – Learn to develop and manage cloud infrastructure using the Infrastructure as Code (IaC) approach.,•	Kubernetes – Master the installation, configuration, and components of Kubernetes clusters.,•	GenAI Tools – Drive innovation and boost your productivity with the latest GenAI tools.,•	Troubleshooting – Resolve configuration issues in distributed containerized applications.,After completing the program, you will be well-prepared to start your career as a Cloud & DevOps professional, equipped with the skills and knowledge to thrive in this dynamic field.",junior specialist (Junior),home office work,,,Kraków,False
ML Ops Engineer,DCG,"ML Ops,Azure SQL","https://www.pracuj.pl/praca/ml-ops-engineer-warszawa,oferta,1003713949","As a recruitment company, DCG understands that every business is powered by experienced professionals. Our management style and partnership approach enable us to meet your needs and provide continuous support. Due to our ongoing growth and the large number of recruitment projects we undertake for our partners, we are currently looking for:ML Ops Engineer",specialist (Mid / Regular),home office work,,,,False
Administrator Linux,CENTRUM KART S A,"Linux,Oracle,Jira","https://www.pracuj.pl/praca/administrator-linux-warszawa,oferta,1003687432",,specjalista (Mid / Regular),praca hybrydowa,,,,False
Administrator systemów / DevOps,Stowarzyszenie Autorów ZAiKS,"Docker,Bash,Python,Kubernetes,GIT,REST API,Rest API","https://www.pracuj.pl/praca/administrator-systemow-devops-warszawa-nalewki-8,oferta,1003682459",,"specjalista (Mid / Regular), młodszy specjalista (Junior)",praca hybrydowa,12000–16000,brutto / mies.,Warszawa,False
Application / Product Security Engineer,ABB Business Services,"Python,Bash,PowerShell,Jenkins,GitLab CI,CircleCI,Travis CI,AWS,Azure,Google Cloud,Docker,Kubernetes","https://www.pracuj.pl/praca/application-product-security-engineer-lodz,oferta,1003703352","We are an international pioneering technology leader that is writing the future of industrial digitalization. At the forefront is our Corporate Technology Center which provides industry leading software and deep domain expertise to help the world’s most asset-intensive industries solve their biggest challenges.,To strengthen our team in IIoT Platform and Applications stream, we are looking for a Application/Product Security Engineer, who is an effective team player with excellent communication skills. As an IIoT P&A stream we are developing unified approach for software which consists of set of services and apps with individual lifecycles hosted on top of ABB common platforms for on-prem execution and cloud. Seize this unique opportunity and see your work transformed into a hive of tangible products.,As an Application/Product Security Engineer you will be working with cross-functional and agile teams which operates in an international environment.",specialist (Mid / Regular),hybrid work,,,,True
Data Engineer with AI,SNI sp. z o.o.,"azure databricks,Azure Data Factory,Python,SQL,Azure OpenAI Service,Azure Data Lake,Generative AI,MLOps","https://www.pracuj.pl/praca/data-engineer-with-ai-wroclaw,oferta,1003686766","We are looking for Senior Data Engineer with experience in AI projects to join our team and help us integrate AI solutions into our applications. In this role, you will be responsible for supporting internal users and processes by solving maintenance and data quality issues, and ensuring the efficient operation of our organization's systems.","senior specialist (Senior), expert",hybrid work,"170,00–200,00",net (+ VAT) / hr.,,False
Test Automation Engineer,ITDS Polska Sp. z o.o.,"Python,Cucumber.js","https://www.pracuj.pl/praca/test-automation-engineer-warszawa,oferta,1003688565","As a QA Engineer, you will be working for our Client – one of the largest Investments Banks in the world. You will join the Security Payment Team and become responsible for testing the newest features implemented to the incoming payment messaging platform. The goal of the Team is to create a single button testing environment that will fast pace the launch of the whole platform.,Create a testing environment for a cutting-edge payment platform!,Opportunity to work in Warsaw with the possibility of working 3 days a week from the city centre","specialist (Mid / Regular), senior specialist (Senior)",home office work,18900–29400,net (+ VAT) / mth.,,True
Senior Data Engineer,SNI sp. z o.o.,"Azure Databricks,Azure Data Factory,Power BI,Python,MSSQL,DevOps - pipelines,CI/CD,SQL,Spark/PySpark,ADLS blob storage","https://www.pracuj.pl/praca/senior-data-engineer-wroclaw,oferta,1003682674",Sales & Finance Analytics team is looking for Data Engineer. We process financial and sales data to provide data products to our customers around the World. Our mission is to expose value of data and support client to become fully operational data driven company.,"starszy specjalista (Senior), ekspert",praca hybrydowa,,,,False
"ASPICE process, requirements and administration engineer",BWI Poland Technologies,SQL,"https://www.pracuj.pl/praca/aspice-process-requirements-and-administration-engineer-balice-pow-krakowski-kapitana-mieczyslawa-medweckiego-2,oferta,1003715689",,specialist (Mid / Regular),hybrid work,,,Balice (pow. krakowski),True
Quality Assurance Automation Specialist,AT&T,"SQL,AZURE,JavaScript,Python,Bash,PowerShell,GIT","https://www.pracuj.pl/praca/quality-assurance-automation-specialist-katowice,oferta,1003648757","We are seeking a dedicated Quality Assurance Automation Engineer to join our team and play a vital role in ensuring the highest quality of our back-end and front-end web applications.,The QA Engineer will be responsible for designing and implementing tests, debugging, and defining corrective actions, as well as reviewing system requirements and tracking quality assurance metrics.,A key aspect of this role involves conducting tests before product launches to ensure software runs smoothly, meets client needs, and remains cost-effective. Our ideal candidate will possess a background in both software development and quality assurance, demonstrating a commitment to excellence and continuous improvement.",specjalista (Mid / Regular),praca stacjonarna,,,,False
"Data Platform Engineer (Python, Java, AWS)",JellyTech,"Python,Java,AWS,Kubernetes,Docker,ETL,CI/CD,Hadoop","https://www.pracuj.pl/praca/data-platform-engineer-python-java-aws-warszawa-encyklopedyczna-2a,oferta,1003720266",Projekt związany z pracą nad architekturą dużych baz danych.,"specjalista (Mid / Regular), starszy specjalista (Senior)",praca zdalna,23000–27000,netto (+ VAT) / mies.,Warszawa,False
DevOps Engineer,Reply Polska Sp. z o.o.,"Python,Java,Scala,Docker,Kubernetes,OpenShift,Terraform,Jenkins,GitLab,PostgreSQL,Redis,Kafka","https://www.pracuj.pl/praca/devops-engineer-katowice-wroclawska-54,oferta,1003708288",,"specialist (Mid / Regular), senior specialist (Senior)",hybrid work,16000–22000,gross / mth.,Katowice,False
Senior Python Developer for GenAI,SQUARE ONE RESOURCES sp. z o.o.,"FastAPI,Python,Azure Functions,Azure Storage,OAuth,Docker","https://www.pracuj.pl/praca/senior-python-developer-for-genai-warszawa-pulawska-2,oferta,1003709875","AI and Deals data strategy are made possible via the Connect Deals Experience ecosystem, specifically Engagement Hub, Data Studio and Junction.,Work is already underway across Deals to identify viable ideas to deliver even more automation and efficiency for our teams and clients through the application of GenAI.,Remote vs Onsite: 99% remote; mandatory attendance to planning sessions/workshops four times a year (able to travel freely around UK and Europe),HackerRank Challenge: Yes,US Hours overlap needed: Yes, 11:00 - 19:00 CET (11am - 7pm)",senior specialist (Senior),home office work,"160,00–180,00",net (+ VAT) / hr.,Warszawa,False
Data Analytics Manager - Operation Department,T-Mobile,"MS SQL,Oracle,PostgreSQL,MongoDB,Gitlab,AWS,Azure,Python","https://www.pracuj.pl/praca/data-analytics-manager-operation-department-warszawa-marynarska-12,oferta,1003696979","In the Operations Department, we focus on proactive failure prevention and quick resolution of problems reported by customers. We manage the maintenance of networks, infrastructure and IT applications.,We supervise the network on a 50-meter screen, monitor and support applications 24/7, analyze customer satisfaction with the services we provide and improve our operational processes to make our network even more reliable, redundant and optimized. Thanks to the work of over 180 people from our department - everything WORKS!","kierownik / koordynator, menedżer","praca stacjonarna, praca hybrydowa",,,Warszawa,True
Senior Security Engineer/ Senior Pentester,Grupa Pracuj,"security code review,DAST,SAST,SCA","https://www.pracuj.pl/praca/senior-security-engineer-senior-pentester-warszawa-prosta-68,oferta,1003698163",,starszy specjalista (Senior),praca zdalna,15000–19000,brutto / mies.,Warszawa,False
Senior Cloud Engineer,EPAM Systems (Poland) sp. z o.o.,"Terraform,ARM,CloudFormation,Maven,Gradle,GitLab,Kubernetes,Helm,Istio,Microsoft Azure","https://www.pracuj.pl/praca/senior-cloud-engineer-krakow,oferta,1003682368","We are looking for a Senior Cloud Engineer to join our multi-versed team and contribute to the client’s success.,You’ll be working on key cloud strategic initiative to containerize and migrate heritage applications to AKS both in Azure and client’s data-centres.,You’ll be working in the Investment Bank engineering team based in London and Krakow. EPAM’s role is to provide oversight, support, and solutions to implement a strategic architecture for public cloud services. We help by sharing the architecture vision, working with teams on their solution design, creating code samples and documentation, and ensuring that the developer experience of migrating to the cloud within our organization is easy and enticing.,This role offers a hybrid model, with 2 days per week working from the client's office in Krakow.,If you're ready to make an impact in a dynamic environment, we want to hear from you!",senior specialist (Senior),hybrid work,,,,False
Administrator Systemów,NASK SPÓŁKA AKCYJNA,"Debian,Red Hat,Docker,DNS","https://www.pracuj.pl/praca/administrator-systemow-warszawa-11-listopada-23,oferta,1003669511",,"specjalista (Mid / Regular), starszy specjalista (Senior)","praca stacjonarna, praca hybrydowa",,,Warszawa,False
Senior Data Engineer,GPC GLOBAL TECHNOLOGY CENTER,"SQL,Python","https://www.pracuj.pl/praca/senior-data-engineer-krakow-lubicz-23a,oferta,1003716806","Working with a modern analytics stack, including Google Cloud, BigQuery, Informatica, and Python, the Senior Data Engineer will be building data pipelines, transforming, structuring, and operationalizing data to support BI, Analytics, and Data Science projects.",senior specialist (Senior),hybrid work,,,Kraków,False
Inżynier/ka zapewnienia jakości (testy manualne),NASK,,"https://www.pracuj.pl/praca/inzynier-ka-zapewnienia-jakosci-testy-manualne-warszawa-kolska-12,oferta,1003707159",,specjalista (Mid / Regular),praca hybrydowa,8000–12000,brutto / mies.,Warszawa,False
Software Engineer,Sonova Warsaw Service Center Sp. z o.o.,"C#,Python","https://www.pracuj.pl/praca/software-engineer-warszawa,oferta,1003687622","Sonova AG is looking for a dedicated and experienced Software Engineer in Test Automation to join our Research and Development team. The successful candidate will be responsible for designing and developing software components, platforms, services, and applications for automated testing of Sonova Group’s software solutions.",specialist (Mid / Regular),hybrid work,,,,True
Starszy Administrator (Inżynier Sieci LAN/WAN),Giełda Papierów Wartościowych w Warszawie S.A,"Microsoft Azure,Cisco,Red Hat,Ansible,Terraform,Python,Shell","https://www.pracuj.pl/praca/starszy-administrator-inzynier-sieci-lan-wan-warszawa-ksiazeca-4,oferta,1003682489",,starszy specjalista (Senior),praca hybrydowa,,,Warszawa,False
Application / Product Security Engineer,ABB Business Services,"Python,Bash,PowerShell,Jenkins,GitLab CI,CircleCI,Travis CI,AWS,Azure,Google Cloud,Docker,Kubernetes","https://www.pracuj.pl/praca/application-product-security-engineer-krakow-przy-rondzie-4,oferta,1003703349","We are an international pioneering technology leader that is writing the future of industrial digitalization. At the forefront is our Corporate Technology Center which provides industry leading software and deep domain expertise to help the world’s most asset-intensive industries solve their biggest challenges.,To strengthen our team in IIoT Platform and Applications stream, we are looking for a Application/Product Security Engineer, who is an effective team player with excellent communication skills. As an IIoT P&A stream we are developing unified approach for software which consists of set of services and apps with individual lifecycles hosted on top of ABB common platforms for on-prem execution and cloud. Seize this unique opportunity and see your work transformed into a hive of tangible products.,As an Application/Product Security Engineer you will be working with cross-functional and agile teams which operates in an international environment.",specialist (Mid / Regular),hybrid work,,,Kraków,True
Senior Fullstack Software Engineer (m/f/d) - AI,Wolters Kluwer Polska Sp. z o.o.,"AWS,Azure,Python,TypeScript","https://www.pracuj.pl/praca/senior-fullstack-software-engineer-m-f-d-ai-warszawa-przyokopowa-33,oferta,1003722630",,"senior specialist (Senior), expert",home office work,,,Warszawa,False
Senior Prompt Engineer – Gen AI,Accenture Technology,"META,OpenAI,Python,Google Colab","https://www.pracuj.pl/praca/senior-prompt-engineer-gen-ai-katowice,oferta,1003714915",,senior specialist (Senior),hybrid work,,,,False
Data Visualization Engineer,Reply Polska Sp. z o.o.,"SQL,Python,R","https://www.pracuj.pl/praca/data-visualization-engineer-katowice,oferta,1003695532",,specialist (Mid / Regular),hybrid work,20000–30000,net (+ VAT) / mth.,,False
Specjalista ds. Walidacji Modeli,GRUPA PZU,,"https://www.pracuj.pl/praca/specjalista-ds-walidacji-modeli-warszawa,oferta,1003709217",,specjalista (Mid / Regular),praca hybrydowa,,,,False
Senior DevOps Engineer - DevOps Lead,SKY ENGINE sp. z o.o.,"Docker,Git,GitLab,AWS,Google Cloud Platform,Bash,Python","https://www.pracuj.pl/praca/senior-devops-engineer-devops-lead-warszawa-pulawska-182,oferta,1003710563","The Senior Lead DevOps Engineer will be responsible for managing and advancing our DevOps practices, focusing on introducing best DevOps practices, solutions based in public clouds, automating infrastructure, and ensuring robust and scalable automation solutions. This role requires deep technical expertise, leadership capabilities, and the ability to drive strategic initiatives across teams.","senior specialist (Senior), expert",hybrid work,27000–35000,net (+ VAT) / mth.,Warszawa,False
Data Engineer (Python/SQL/ETL) Part-Time,SQUARE ONE RESOURCES sp. z o.o.,"Python,ETL,SQL,Transform","https://www.pracuj.pl/praca/data-engineer-python-sql-etl-part-time-warszawa-pulawska-2,oferta,1003665484","We are seeking a skilled Data Engineer to join our team for a strategic data management project. This product is designed to provide critical data and applications that facilitate strategic decision-making, aligning project portfolios with business strategies. You will play a vital role in executing projects and assessing strategic execution while enabling diversification of risk across the project portfolio. Your efforts will support the coordination of various development projects within and across Local Capability Teams (LCTs), ensuring optimal utilization of financial, human, and technical resources to maximize overall project delivery performance.,Work Mode: 100% Remote,Working Hours: Part-time, 20 hours per week",specialist (Mid / Regular),home office work,"120,00–135,00",net (+ VAT) / hr.,Warszawa,False
Data Scientist,ITFS sp. z o.o.,,"https://www.pracuj.pl/praca/data-scientist-warszawa,oferta,1003666275","Miejsce pracy: 100% zdalnie,Start projektu: ASAP (maks. 30 dni OW),Forma współpracy: B2B z ITFS, zaangażowanie długoterminowe,Stawka: 140-160 zł/h netto +VAT,Branża: nowe technologie/AI,Proces rekrutacyjny: Rozmowa z rekruterem ITFS-> rozmowa miękko-techniczna z Klientem-> Decyzja",specjalista (Mid / Regular),praca zdalna,"140,00–160,00",netto (+ VAT) / godz.,,False
Python Developer (aspiring Solution Architect/Lead),SQUARE ONE RESOURCES sp. z o.o.,"Python,Flask,Celery,Redis,PostgreSQL,PySpark,Docker,Azure DevOps","https://www.pracuj.pl/praca/python-developer-aspiring-solution-architect-lead-warszawa,oferta,1003719579","The project aims to automate the creation of assessment dossiers for health technologies within clinical trials. These dossiers are used to evaluate the clinical, economic, and social impact of new treatments, drugs, or medical devices to support decision-making in healthcare systems.,The main goal is to improve both quality and efficiency by leveraging advanced technologies and Artificial Intelligence. This initiative is part of a larger program designed to rethink how clinical trials are conducted in the pharmaceutical industry, enhancing workflows, accelerating time to market, and generating clinical data more efficiently.","senior specialist (Senior), expert",home office work,26000–30000,net (+ VAT) / mth.,,False
Machine Learning Engineer,Edge One Solutions Sp. z o.o.,"TensorFlow,PyTorch,Scikit-learn,Python,R,Java,C++,SQL,NoSQL,Pandas,NumPy,AWS","https://www.pracuj.pl/praca/machine-learning-engineer-warszawa,oferta,1003712887","O kliencie,Nasz klient to jedna z największych grup medialnych w Polsce, będąca częścią globalnego koncernu. Grupa oferuje szeroką gamę treści w różnych formatach – od kanałów telewizyjnych, przez platformy cyfrowe, po produkcję oryginalnych treści. Działa na polskim rynku od ponad 25 lat, ciesząc się dużą popularnością wśród widzów, dzięki wysokiej jakości programom informacyjnym, rozrywkowym, dokumentalnym oraz sportowym.,Projekt,Poszukujemy utalentowanego i zmotywowanego inżyniera Machine Learning (ML), który dołączy do naszego dynamicznego zespołu. Jako Machine Learning Engineer będziesz odpowiedzialny za projektowanie, rozwój i wdrażanie modeli ML w różnych dziedzinach, takich jak analiza danych, predykcja, rozpoznawanie wzorców i automatyzacja procesów. Jeśli pasjonujesz się sztuczną inteligencją, masz doświadczenie w pracy z danymi i algorytmami oraz chcesz wnieść swój wkład w tworzenie innowacyjnych rozwiązań, to ta rola jest dla Ciebie!",specjalista (Mid / Regular),praca zdalna,,,,False
Security Engineer/ Pentester,Grupa Pracuj,"security code review,DAST,SAST,SCA","https://www.pracuj.pl/praca/security-engineer-pentester-warszawa-prosta-68,oferta,1003698089",,specjalista (Mid / Regular),praca zdalna,13000–16000,brutto / mies.,Warszawa,False
Application Middleware Engineer with French,Cyclad,,"https://www.pracuj.pl/praca/application-middleware-engineer-with-french-krakow,oferta,1003700521","Location: Katowice or Kraków or Lublin or Opole or Wrocław (one from those locations to choose; hybrid model of work - once a week from the office),Type of employment: employment contract,Project language: French and English",specialist (Mid / Regular),hybrid work,,,,True
Programista C++ / Linux,CREOTECH INSTRUMENTS S.A.,"C,C++,Linux,Git","https://www.pracuj.pl/praca/programista-c%2b%2b-linux-warszawa-osmanska-14,oferta,1003669693",,specjalista (Mid / Regular),praca hybrydowa,,,Warszawa,False
Full Stack Developer,Mindbox S.A.,"Python,.NET,Microsoft SQL Server","https://www.pracuj.pl/praca/full-stack-developer-krakow,oferta,1003704151",,specialist (Mid / Regular),hybrid work,"165,00–190,00",net (+ VAT) / hr.,,True
Starszy Inżynier IT,PKO Bank Polski SA,"AWS,Microsoft Azure,Google Cloud Platform,Bash,Python,Jenkins,GitLab,Docker,Kubernetes,Terraform,Ansible","https://www.pracuj.pl/praca/starszy-inzynier-it-warszawa-chmielna-89,oferta,1003706670","Dołącz do nas jako:  STARSZY INŻYNIER IT - Formacja Transformacji Chmurowej,Stack technologiczny:,Obszar: Zarządzanie infrastrukturą jako kodem (IaC) oraz praktyki DevOps,Zarządzanie: Automatyzacja tworzenia i zarządzania środowiskami przy użyciu Terraform i Ansible, projektowanie i obsługa pipeline'ów CI/CD,Narzędzia: Docker, Kubernetes, Jenkins, GitLab CI, Prometheus, Grafana, ELK Stack (Elasticsearch, Logstash, Kibana),Umiejętności: Konteneryzacja, procesy CI/CD, monitorowanie i zarządzanie logami, zarządzanie zasobami w chmurze (AWS, Azure, Google Cloud), integracja bezpieczeństwa w pipeline'ach CI/CD, automatyzacja procesów, skrypty (Bash, Python),Doświadczenie: Doświadczenie w zarządzaniu IaC, orkiestracji kontenerów, środowiskach chmurowych, zasadach bezpieczeństwa w DevOps, automatyzacji procesów oraz rozwiązywaniu problemów sieciowych.,Pracuj w miejscu, które zna każdy.,#TyWybierasz",starszy specjalista (Senior),praca hybrydowa,,,Warszawa,False
DSP Engineer,MEDISENSONIC S.A.,"Python,C++,MATLAB","https://www.pracuj.pl/praca/dsp-engineer-warszawa-ulica-franciszka-szuberta-11,oferta,1003717737",,specialist (Mid / Regular),"full office work, hybrid work",,,Warszawa,False
QA Engineer (f/m),Axpo Polska sp. z o.o.,"Python,Java,JavaScript","https://www.pracuj.pl/praca/qa-engineer-f-m-warszawa-rondo-daszynskiego-2b,oferta,1003679951",,specialist (Mid / Regular),"home office work, hybrid work",,,Warszawa,False
